X,V1,size,expr,time
1,labels,100,fpop,143400
2,labels,100,fpop,68600
3,labels,100,fpop,58100
4,labels,100,labelled_opart,259800
5,labels,100,labelled_opart,162800
6,labels,100,labelled_opart,152500
7,labels,110,fpop,143300
8,labels,110,labelled_opart,274600
9,labels,110,fpop,77800
10,labels,110,labelled_opart,170700
11,labels,110,labelled_opart,154200
12,labels,110,fpop,70600
13,labels,120,fpop,164300
14,labels,120,fpop,81700
15,labels,120,labelled_opart,273800
16,labels,120,fpop,79100
17,labels,120,labelled_opart,189100
18,labels,120,labelled_opart,209900
19,labels,130,fpop,165300
20,labels,130,fpop,85100
21,labels,130,labelled_opart,293200
22,labels,130,labelled_opart,222100
23,labels,130,fpop,93600
24,labels,130,labelled_opart,182400
25,labels,140,labelled_opart,374700
26,labels,140,labelled_opart,209100
27,labels,140,labelled_opart,194500
28,labels,140,fpop,128200
29,labels,140,fpop,90400
30,labels,140,fpop,83200
31,labels,150,fpop,312400
32,labels,150,labelled_opart,286400
33,labels,150,fpop,96000
34,labels,150,fpop,84400
35,labels,150,labelled_opart,179000
36,labels,150,labelled_opart,163000
37,labels,160,fpop,321900
38,labels,160,fpop,150300
39,labels,160,labelled_opart,468600
40,labels,160,fpop,245300
41,labels,160,labelled_opart,361000
42,labels,160,labelled_opart,267700
43,labels,170,labelled_opart,350500
44,labels,170,labelled_opart,184100
45,labels,170,fpop,125200
46,labels,170,labelled_opart,179400
47,labels,170,fpop,98000
48,labels,170,fpop,85600
49,labels,180,fpop,200800
50,labels,180,fpop,178500
51,labels,180,labelled_opart,305800
52,labels,180,labelled_opart,183700
53,labels,180,labelled_opart,169200
54,labels,180,fpop,109100
55,labels,190,fpop,222900
56,labels,190,fpop,125000
57,labels,190,labelled_opart,284200
58,labels,190,labelled_opart,195800
59,labels,190,labelled_opart,167200
60,labels,190,fpop,117900
61,labels,200,labelled_opart,484500
62,labels,200,labelled_opart,201500
63,labels,200,fpop,142600
64,labels,200,fpop,108500
65,labels,200,fpop,103500
66,labels,200,labelled_opart,196000
67,labels,210,fpop,251700
68,labels,210,labelled_opart,3.00E+05
69,labels,210,labelled_opart,176600
70,labels,210,fpop,112400
71,labels,210,labelled_opart,174600
72,labels,210,fpop,210800
73,labels,220,labelled_opart,357600
74,labels,220,fpop,141500
75,labels,220,fpop,103600
76,labels,220,labelled_opart,190000
77,labels,220,labelled_opart,174200
78,labels,220,fpop,133300
79,labels,230,fpop,219000
80,labels,230,labelled_opart,379500
81,labels,230,labelled_opart,181400
82,labels,230,labelled_opart,207900
83,labels,230,fpop,123700
84,labels,230,fpop,103800
85,labels,240,labelled_opart,355800
86,labels,240,fpop,155300
87,labels,240,labelled_opart,196300
88,labels,240,labelled_opart,172600
89,labels,240,fpop,127800
90,labels,240,fpop,171200
91,labels,250,labelled_opart,417900
92,labels,250,fpop,165900
93,labels,250,fpop,122300
94,labels,250,fpop,112300
95,labels,250,labelled_opart,249600
96,labels,250,labelled_opart,184200
97,labels,260,fpop,235200
98,labels,260,labelled_opart,298400
99,labels,260,fpop,146700
100,labels,260,labelled_opart,203800
101,labels,260,labelled_opart,186800
102,labels,260,fpop,142200
103,labels,270,labelled_opart,362700
104,labels,270,fpop,171800
105,labels,270,fpop,127300
106,labels,270,fpop,149100
107,labels,270,labelled_opart,232000
108,labels,270,labelled_opart,179900
109,labels,280,fpop,240700
110,labels,280,fpop,133000
111,labels,280,labelled_opart,286200
112,labels,280,labelled_opart,186500
113,labels,280,labelled_opart,172300
114,labels,280,fpop,139000
115,labels,290,fpop,227700
116,labels,290,labelled_opart,299600
117,labels,290,fpop,161600
118,labels,290,fpop,144500
119,labels,290,labelled_opart,209000
120,labels,290,labelled_opart,193200
121,labels,300,fpop,225100
122,labels,300,labelled_opart,326400
123,labels,300,fpop,210400
124,labels,300,labelled_opart,214300
125,labels,300,fpop,145600
126,labels,300,labelled_opart,202600
127,labels,310,labelled_opart,402000
128,labels,310,fpop,196000
129,labels,310,labelled_opart,236100
130,labels,310,fpop,203400
131,labels,310,fpop,137500
132,labels,310,labelled_opart,241300
133,labels,320,labelled_opart,497900
134,labels,320,labelled_opart,213100
135,labels,320,labelled_opart,182600
136,labels,320,fpop,179100
137,labels,320,fpop,144700
138,labels,320,fpop,139600
139,labels,330,labelled_opart,466600
140,labels,330,labelled_opart,196900
141,labels,330,fpop,194600
142,labels,330,fpop,177000
143,labels,330,labelled_opart,272200
144,labels,330,fpop,159600
145,labels,340,fpop,252000
146,labels,340,labelled_opart,377400
147,labels,340,labelled_opart,459200
148,labels,340,fpop,231400
149,labels,340,labelled_opart,207900
150,labels,340,fpop,173600
151,labels,350,fpop,239500
152,labels,350,labelled_opart,320500
153,labels,350,labelled_opart,201800
154,labels,350,fpop,205600
155,labels,350,labelled_opart,204700
156,labels,350,fpop,154200
157,labels,360,labelled_opart,375100
158,labels,360,labelled_opart,209400
159,labels,360,fpop,196700
160,labels,360,labelled_opart,205200
161,labels,360,fpop,222100
162,labels,360,fpop,155100
163,labels,370,labelled_opart,417700
164,labels,370,labelled_opart,229800
165,labels,370,fpop,235300
166,labels,370,fpop,193800
167,labels,370,fpop,186700
168,labels,370,labelled_opart,235300
169,labels,380,fpop,350700
170,labels,380,fpop,303300
171,labels,380,labelled_opart,602200
172,labels,380,labelled_opart,235700
173,labels,380,labelled_opart,187700
174,labels,380,fpop,221200
175,labels,390,labelled_opart,707100
176,labels,390,labelled_opart,303700
177,labels,390,fpop,428800
178,labels,390,fpop,384800
179,labels,390,labelled_opart,385800
180,labels,390,fpop,240300
181,labels,400,labelled_opart,381900
182,labels,400,labelled_opart,217200
183,labels,400,labelled_opart,203500
184,labels,400,fpop,233200
185,labels,400,fpop,242500
186,labels,400,fpop,179700
187,labels,410,labelled_opart,368500
188,labels,410,fpop,284600
189,labels,410,fpop,243100
190,labels,410,labelled_opart,227300
191,labels,410,labelled_opart,231100
192,labels,410,fpop,409300
193,labels,420,fpop,382300
194,labels,420,labelled_opart,319100
195,labels,420,fpop,209800
196,labels,420,labelled_opart,216000
197,labels,420,labelled_opart,202200
198,labels,420,fpop,192300
199,labels,430,labelled_opart,363100
200,labels,430,fpop,234500
201,labels,430,fpop,191500
202,labels,430,labelled_opart,219700
203,labels,430,labelled_opart,203500
204,labels,430,fpop,200700
205,labels,440,fpop,258800
206,labels,440,labelled_opart,392300
207,labels,440,fpop,422500
208,labels,440,labelled_opart,341400
209,labels,440,labelled_opart,286300
210,labels,440,fpop,289700
211,labels,450,fpop,289300
212,labels,450,fpop,206100
213,labels,450,labelled_opart,687700
214,labels,450,fpop,455900
215,labels,450,labelled_opart,477400
216,labels,450,labelled_opart,405700
217,labels,460,fpop,312500
218,labels,460,fpop,234000
219,labels,460,labelled_opart,307700
220,labels,460,fpop,205000
221,labels,460,labelled_opart,228200
222,labels,460,labelled_opart,202800
223,labels,470,labelled_opart,372700
224,labels,470,labelled_opart,215200
225,labels,470,fpop,239900
226,labels,470,labelled_opart,341700
227,labels,470,fpop,218700
228,labels,470,fpop,192900
229,labels,480,labelled_opart,360000
230,labels,480,fpop,256000
231,labels,480,labelled_opart,223400
232,labels,480,fpop,260200
233,labels,480,fpop,350000
234,labels,480,labelled_opart,448800
235,labels,490,fpop,608100
236,labels,490,labelled_opart,492800
237,labels,490,fpop,408200
238,labels,490,labelled_opart,566700
239,labels,490,fpop,468100
240,labels,490,labelled_opart,508000
241,labels,500,fpop,298400
242,labels,500,labelled_opart,323600
243,labels,500,fpop,217700
244,labels,500,fpop,195200
245,labels,500,labelled_opart,223300
246,labels,500,labelled_opart,200800
247,labels,510,labelled_opart,382800
248,labels,510,fpop,255600
249,labels,510,fpop,217700
250,labels,510,fpop,205500
251,labels,510,labelled_opart,371700
252,labels,510,labelled_opart,497300
253,labels,520,labelled_opart,430100
254,labels,520,labelled_opart,218100
255,labels,520,fpop,257200
256,labels,520,fpop,255700
257,labels,520,labelled_opart,230600
258,labels,520,fpop,243200
259,labels,530,labelled_opart,406400
260,labels,530,fpop,265400
261,labels,530,labelled_opart,303200
262,labels,530,labelled_opart,238300
263,labels,530,fpop,247700
264,labels,530,fpop,228000
265,labels,540,labelled_opart,568700
266,labels,540,fpop,392600
267,labels,540,fpop,256700
268,labels,540,fpop,255100
269,labels,540,labelled_opart,355400
270,labels,540,labelled_opart,268900
271,labels,550,labelled_opart,611800
272,labels,550,labelled_opart,329100
273,labels,550,labelled_opart,325100
274,labels,550,fpop,291800
275,labels,550,fpop,234400
276,labels,550,fpop,223600
277,labels,560,fpop,371700
278,labels,560,labelled_opart,373300
279,labels,560,labelled_opart,293500
280,labels,560,fpop,333000
281,labels,560,fpop,215300
282,labels,560,labelled_opart,226400
283,labels,570,labelled_opart,403000
284,labels,570,fpop,275800
285,labels,570,labelled_opart,228900
286,labels,570,labelled_opart,208400
287,labels,570,fpop,242500
288,labels,570,fpop,471400
289,labels,580,fpop,418300
290,labels,580,fpop,257800
291,labels,580,labelled_opart,325200
292,labels,580,labelled_opart,242700
293,labels,580,labelled_opart,297800
294,labels,580,fpop,392400
295,labels,590,labelled_opart,561400
296,labels,590,labelled_opart,312900
297,labels,590,fpop,287000
298,labels,590,labelled_opart,231100
299,labels,590,fpop,283600
300,labels,590,fpop,263800
301,labels,600,fpop,746300
302,labels,600,fpop,637000
303,labels,600,labelled_opart,679700
304,labels,600,fpop,696900
305,labels,600,labelled_opart,969700
306,labels,600,labelled_opart,664200
307,labels,610,labelled_opart,480800
308,labels,610,labelled_opart,230100
309,labels,610,fpop,302400
310,labels,610,fpop,254300
311,labels,610,labelled_opart,226400
312,labels,610,fpop,259500
313,labels,620,labelled_opart,521500
314,labels,620,labelled_opart,395800
315,labels,620,fpop,440700
316,labels,620,fpop,406300
317,labels,620,fpop,427200
318,labels,620,labelled_opart,389200
319,labels,630,fpop,375000
320,labels,630,labelled_opart,330400
321,labels,630,labelled_opart,223300
322,labels,630,fpop,299900
323,labels,630,labelled_opart,226200
324,labels,630,fpop,277300
325,labels,640,fpop,364100
326,labels,640,fpop,330100
327,labels,640,labelled_opart,325500
328,labels,640,fpop,276700
329,labels,640,labelled_opart,320700
330,labels,640,labelled_opart,243200
331,labels,650,labelled_opart,543200
332,labels,650,labelled_opart,255300
333,labels,650,fpop,306200
334,labels,650,fpop,262100
335,labels,650,fpop,253000
336,labels,650,labelled_opart,238100
337,labels,660,fpop,637200
338,labels,660,fpop,395900
339,labels,660,labelled_opart,631400
340,labels,660,labelled_opart,334900
341,labels,660,labelled_opart,250400
342,labels,660,fpop,462600
343,labels,670,labelled_opart,412800
344,labels,670,labelled_opart,250400
345,labels,670,fpop,353200
346,labels,670,fpop,364500
347,labels,670,labelled_opart,321600
348,labels,670,fpop,313700
349,labels,680,fpop,522300
350,labels,680,labelled_opart,618600
351,labels,680,labelled_opart,402700
352,labels,680,fpop,542800
353,labels,680,labelled_opart,507300
354,labels,680,fpop,436600
355,labels,690,fpop,376800
356,labels,690,fpop,289300
357,labels,690,labelled_opart,374000
358,labels,690,labelled_opart,251000
359,labels,690,labelled_opart,267200
360,labels,690,fpop,590400
361,labels,700,labelled_opart,394100
362,labels,700,labelled_opart,240900
363,labels,700,fpop,330900
364,labels,700,labelled_opart,242200
365,labels,700,fpop,299700
366,labels,700,fpop,279500
367,labels,710,labelled_opart,461400
368,labels,710,fpop,352200
369,labels,710,fpop,306100
370,labels,710,labelled_opart,260600
371,labels,710,fpop,313400
372,labels,710,labelled_opart,235300
373,labels,720,labelled_opart,393600
374,labels,720,fpop,338100
375,labels,720,labelled_opart,251800
376,labels,720,labelled_opart,232100
377,labels,720,fpop,308800
378,labels,720,fpop,336200
379,labels,730,fpop,377000
380,labels,730,fpop,288100
381,labels,730,fpop,272200
382,labels,730,labelled_opart,334300
383,labels,730,labelled_opart,244300
384,labels,730,labelled_opart,228100
385,labels,740,fpop,391600
386,labels,740,fpop,306100
387,labels,740,fpop,290900
388,labels,740,labelled_opart,337200
389,labels,740,labelled_opart,294100
390,labels,740,labelled_opart,228000
391,labels,750,fpop,400900
392,labels,750,labelled_opart,350300
393,labels,750,fpop,329800
394,labels,750,fpop,303200
395,labels,750,labelled_opart,406200
396,labels,750,labelled_opart,315400
397,labels,760,fpop,407700
398,labels,760,fpop,307400
399,labels,760,labelled_opart,343900
400,labels,760,labelled_opart,250500
401,labels,760,fpop,312500
402,labels,760,labelled_opart,245500
403,labels,770,fpop,415300
404,labels,770,labelled_opart,345800
405,labels,770,fpop,317000
406,labels,770,labelled_opart,256300
407,labels,770,fpop,429600
408,labels,770,labelled_opart,275600
409,labels,780,labelled_opart,498600
410,labels,780,labelled_opart,267200
411,labels,780,fpop,382900
412,labels,780,fpop,343800
413,labels,780,fpop,333800
414,labels,780,labelled_opart,246400
415,labels,790,fpop,556800
416,labels,790,labelled_opart,361600
417,labels,790,labelled_opart,246100
418,labels,790,fpop,393700
419,labels,790,labelled_opart,251300
420,labels,790,fpop,326600
421,labels,800,fpop,416100
422,labels,800,labelled_opart,353400
423,labels,800,labelled_opart,240300
424,labels,800,fpop,341500
425,labels,800,labelled_opart,245800
426,labels,800,fpop,323900
427,labels,810,labelled_opart,428200
428,labels,810,fpop,392900
429,labels,810,labelled_opart,272900
430,labels,810,fpop,360600
431,labels,810,labelled_opart,284400
432,labels,810,fpop,355100
433,labels,820,fpop,440200
434,labels,820,fpop,331400
435,labels,820,labelled_opart,343700
436,labels,820,fpop,354400
437,labels,820,labelled_opart,284000
438,labels,820,labelled_opart,255200
439,labels,830,labelled_opart,501700
440,labels,830,fpop,364100
441,labels,830,labelled_opart,271100
442,labels,830,labelled_opart,243800
443,labels,830,fpop,330500
444,labels,830,fpop,310000
445,labels,840,labelled_opart,453600
446,labels,840,fpop,486300
447,labels,840,fpop,338200
448,labels,840,labelled_opart,270300
449,labels,840,labelled_opart,242000
450,labels,840,fpop,365100
451,labels,850,fpop,715100
452,labels,850,fpop,539600
453,labels,850,labelled_opart,401100
454,labels,850,labelled_opart,315300
455,labels,850,fpop,508900
456,labels,850,labelled_opart,310200
457,labels,860,fpop,479900
458,labels,860,fpop,483700
459,labels,860,labelled_opart,435300
460,labels,860,labelled_opart,306100
461,labels,860,labelled_opart,270600
462,labels,860,fpop,426600
463,labels,870,labelled_opart,407600
464,labels,870,fpop,401500
465,labels,870,labelled_opart,278400
466,labels,870,fpop,356400
467,labels,870,labelled_opart,256900
468,labels,870,fpop,356200
469,labels,880,labelled_opart,410800
470,labels,880,labelled_opart,262100
471,labels,880,labelled_opart,251800
472,labels,880,fpop,396300
473,labels,880,fpop,346600
474,labels,880,fpop,340900
475,labels,890,labelled_opart,417000
476,labels,890,labelled_opart,262000
477,labels,890,labelled_opart,244500
478,labels,890,fpop,389100
479,labels,890,fpop,337000
480,labels,890,fpop,339200
481,labels,900,fpop,538800
482,labels,900,fpop,359000
483,labels,900,labelled_opart,358200
484,labels,900,labelled_opart,267400
485,labels,900,fpop,371600
486,labels,900,labelled_opart,335000
487,labels,910,labelled_opart,504000
488,labels,910,fpop,414900
489,labels,910,fpop,372900
490,labels,910,fpop,503300
491,labels,910,labelled_opart,407100
492,labels,910,labelled_opart,388600
493,labels,920,labelled_opart,429400
494,labels,920,fpop,416200
495,labels,920,fpop,361800
496,labels,920,labelled_opart,269000
497,labels,920,fpop,370900
498,labels,920,labelled_opart,259400
499,labels,930,labelled_opart,447300
500,labels,930,fpop,414700
501,labels,930,fpop,364300
502,labels,930,fpop,355600
503,labels,930,labelled_opart,275100
504,labels,930,labelled_opart,317500
505,labels,940,fpop,647900
506,labels,940,fpop,470900
507,labels,940,labelled_opart,439300
508,labels,940,labelled_opart,281500
509,labels,940,fpop,381800
510,labels,940,labelled_opart,264100
511,labels,950,fpop,673200
512,labels,950,labelled_opart,504100
513,labels,950,labelled_opart,368600
514,labels,950,fpop,506600
515,labels,950,fpop,367600
516,labels,950,labelled_opart,312500
517,labels,960,fpop,793700
518,labels,960,fpop,679200
519,labels,960,labelled_opart,532600
520,labels,960,labelled_opart,519700
521,labels,960,labelled_opart,434500
522,labels,960,fpop,835000
523,labels,970,labelled_opart,440700
524,labels,970,fpop,484400
525,labels,970,fpop,438100
526,labels,970,labelled_opart,292200
527,labels,970,fpop,442100
528,labels,970,labelled_opart,416600
529,labels,980,labelled_opart,453500
530,labels,980,fpop,493500
531,labels,980,fpop,435800
532,labels,980,labelled_opart,289800
533,labels,980,fpop,453200
534,labels,980,labelled_opart,265600
535,labels,990,fpop,516900
536,labels,990,labelled_opart,678200
537,labels,990,labelled_opart,483300
538,labels,990,labelled_opart,524600
539,labels,990,fpop,1321600
540,labels,990,fpop,690000
541,labels,1000,labelled_opart,485800
542,labels,1000,fpop,615100
543,labels,1000,labelled_opart,289400
544,labels,1000,fpop,409500
545,labels,1000,fpop,441200
546,labels,1000,labelled_opart,609300
547,labels,1010,fpop,592100
548,labels,1010,labelled_opart,375000
549,labels,1010,labelled_opart,274100
550,labels,1010,fpop,427200
551,labels,1010,labelled_opart,273100
552,labels,1010,fpop,454900
553,labels,1020,fpop,489700
554,labels,1020,labelled_opart,445600
555,labels,1020,labelled_opart,281000
556,labels,1020,fpop,424900
557,labels,1020,labelled_opart,316400
558,labels,1020,fpop,402500
559,labels,1030,labelled_opart,430500
560,labels,1030,labelled_opart,276000
561,labels,1030,labelled_opart,258700
562,labels,1030,fpop,464400
563,labels,1030,fpop,407600
564,labels,1030,fpop,397900
565,labels,1040,fpop,529500
566,labels,1040,fpop,464700
567,labels,1040,labelled_opart,407000
568,labels,1040,fpop,450800
569,labels,1040,labelled_opart,411700
570,labels,1040,labelled_opart,316000
571,labels,1050,fpop,563800
572,labels,1050,labelled_opart,376300
573,labels,1050,labelled_opart,269700
574,labels,1050,fpop,434800
575,labels,1050,fpop,406800
576,labels,1050,labelled_opart,277400
577,labels,1060,labelled_opart,434400
578,labels,1060,labelled_opart,362200
579,labels,1060,fpop,492800
580,labels,1060,labelled_opart,278100
581,labels,1060,fpop,420100
582,labels,1060,fpop,403600
583,labels,1070,fpop,506700
584,labels,1070,labelled_opart,380800
585,labels,1070,labelled_opart,277600
586,labels,1070,fpop,426900
587,labels,1070,fpop,402200
588,labels,1070,labelled_opart,281800
589,labels,1080,labelled_opart,452300
590,labels,1080,labelled_opart,281100
591,labels,1080,fpop,493700
592,labels,1080,fpop,435500
593,labels,1080,fpop,426200
594,labels,1080,labelled_opart,414400
595,labels,1090,labelled_opart,431700
596,labels,1090,labelled_opart,292400
597,labels,1090,labelled_opart,267700
598,labels,1090,fpop,467400
599,labels,1090,fpop,424100
600,labels,1090,fpop,516700
601,labels,1100,fpop,952200
602,labels,1100,labelled_opart,614700
603,labels,1100,labelled_opart,416100
604,labels,1100,labelled_opart,514000
605,labels,1100,fpop,560500
606,labels,1100,fpop,463500
607,labels,1110,labelled_opart,513300
608,labels,1110,fpop,539000
609,labels,1110,labelled_opart,297700
610,labels,1110,fpop,459200
611,labels,1110,labelled_opart,281400
612,labels,1110,fpop,492200
613,labels,1120,labelled_opart,464500
614,labels,1120,fpop,478400
615,labels,1120,labelled_opart,299500
616,labels,1120,fpop,801000
617,labels,1120,fpop,456700
618,labels,1120,labelled_opart,315100
619,labels,1130,labelled_opart,496700
620,labels,1130,labelled_opart,285500
621,labels,1130,fpop,497900
622,labels,1130,labelled_opart,293600
623,labels,1130,fpop,463600
624,labels,1130,fpop,443700
625,labels,1140,fpop,506200
626,labels,1140,labelled_opart,385500
627,labels,1140,fpop,652300
628,labels,1140,fpop,831700
629,labels,1140,labelled_opart,612700
630,labels,1140,labelled_opart,406900
631,labels,1150,labelled_opart,622400
632,labels,1150,fpop,792400
633,labels,1150,labelled_opart,534200
634,labels,1150,fpop,478700
635,labels,1150,labelled_opart,314800
636,labels,1150,fpop,468900
637,labels,1160,labelled_opart,451300
638,labels,1160,fpop,497900
639,labels,1160,fpop,447000
640,labels,1160,labelled_opart,301800
641,labels,1160,fpop,464100
642,labels,1160,labelled_opart,287900
643,labels,1170,labelled_opart,572100
644,labels,1170,fpop,535300
645,labels,1170,fpop,515500
646,labels,1170,fpop,467400
647,labels,1170,labelled_opart,393500
648,labels,1170,labelled_opart,428000
649,labels,1180,fpop,556100
650,labels,1180,labelled_opart,394300
651,labels,1180,fpop,459200
652,labels,1180,labelled_opart,296700
653,labels,1180,labelled_opart,287900
654,labels,1180,fpop,451700
655,labels,1190,fpop,600100
656,labels,1190,fpop,449700
657,labels,1190,labelled_opart,435200
658,labels,1190,labelled_opart,383600
659,labels,1190,labelled_opart,276900
660,labels,1190,fpop,637200
661,labels,1200,labelled_opart,452500
662,labels,1200,fpop,540000
663,labels,1200,fpop,476500
664,labels,1200,labelled_opart,391700
665,labels,1200,labelled_opart,300400
666,labels,1200,fpop,539400
667,labels,1210,labelled_opart,566200
668,labels,1210,fpop,502700
669,labels,1210,fpop,456500
670,labels,1210,labelled_opart,325200
671,labels,1210,fpop,465600
672,labels,1210,labelled_opart,294700
673,labels,1220,fpop,586900
674,labels,1220,labelled_opart,405000
675,labels,1220,labelled_opart,330800
676,labels,1220,fpop,500200
677,labels,1220,fpop,582800
678,labels,1220,labelled_opart,522500
679,labels,1230,fpop,901600
680,labels,1230,labelled_opart,628900
681,labels,1230,labelled_opart,443700
682,labels,1230,fpop,558200
683,labels,1230,fpop,503800
684,labels,1230,labelled_opart,437900
685,labels,1240,fpop,923700
686,labels,1240,labelled_opart,725900
687,labels,1240,fpop,955700
688,labels,1240,fpop,541100
689,labels,1240,labelled_opart,376200
690,labels,1240,labelled_opart,297700
691,labels,1250,labelled_opart,777500
692,labels,1250,fpop,945500
693,labels,1250,fpop,947500
694,labels,1250,labelled_opart,794500
695,labels,1250,fpop,628700
696,labels,1250,labelled_opart,358100
697,labels,1260,labelled_opart,472400
698,labels,1260,labelled_opart,316200
699,labels,1260,labelled_opart,402700
700,labels,1260,fpop,882900
701,labels,1260,fpop,970600
702,labels,1260,fpop,918100
703,labels,1270,fpop,652300
704,labels,1270,fpop,617600
705,labels,1270,labelled_opart,444400
706,labels,1270,labelled_opart,320000
707,labels,1270,fpop,494900
708,labels,1270,labelled_opart,298900
709,labels,1280,fpop,607000
710,labels,1280,fpop,641400
711,labels,1280,fpop,586600
712,labels,1280,labelled_opart,437400
713,labels,1280,labelled_opart,319700
714,labels,1280,labelled_opart,301500
715,labels,1290,fpop,726100
716,labels,1290,labelled_opart,399300
717,labels,1290,labelled_opart,341600
718,labels,1290,fpop,721500
719,labels,1290,fpop,556800
720,labels,1290,labelled_opart,319200
721,labels,1300,fpop,647000
722,labels,1300,labelled_opart,410400
723,labels,1300,labelled_opart,323300
724,labels,1300,labelled_opart,303700
725,labels,1300,fpop,569300
726,labels,1300,fpop,550800
727,labels,1310,fpop,652600
728,labels,1310,fpop,607500
729,labels,1310,fpop,496000
730,labels,1310,labelled_opart,471800
731,labels,1310,labelled_opart,312600
732,labels,1310,labelled_opart,292300
733,labels,1320,labelled_opart,727100
734,labels,1320,labelled_opart,533000
735,labels,1320,fpop,649100
736,labels,1320,labelled_opart,325000
737,labels,1320,fpop,573300
738,labels,1320,fpop,511700
739,labels,1330,labelled_opart,482500
740,labels,1330,fpop,536500
741,labels,1330,labelled_opart,317400
742,labels,1330,fpop,559500
743,labels,1330,labelled_opart,318700
744,labels,1330,fpop,560200
745,labels,1340,fpop,606900
746,labels,1340,fpop,602100
747,labels,1340,fpop,500600
748,labels,1340,labelled_opart,408300
749,labels,1340,labelled_opart,307000
750,labels,1340,labelled_opart,294500
751,labels,1350,fpop,1244800
752,labels,1350,labelled_opart,768300
753,labels,1350,fpop,1030800
754,labels,1350,labelled_opart,808500
755,labels,1350,labelled_opart,420600
756,labels,1350,fpop,664000
757,labels,1360,fpop,632000
758,labels,1360,fpop,537000
759,labels,1360,fpop,569800
760,labels,1360,labelled_opart,402400
761,labels,1360,labelled_opart,315900
762,labels,1360,labelled_opart,299000
763,labels,1370,labelled_opart,610500
764,labels,1370,fpop,579600
765,labels,1370,fpop,527200
766,labels,1370,labelled_opart,365100
767,labels,1370,labelled_opart,3.00E+05
768,labels,1370,fpop,537600
769,labels,1380,fpop,671900
770,labels,1380,labelled_opart,441600
771,labels,1380,labelled_opart,314500
772,labels,1380,labelled_opart,298300
773,labels,1380,fpop,613000
774,labels,1380,fpop,649800
775,labels,1390,fpop,720200
776,labels,1390,fpop,574000
777,labels,1390,fpop,532500
778,labels,1390,labelled_opart,418200
779,labels,1390,labelled_opart,321000
780,labels,1390,labelled_opart,300200
781,labels,1400,labelled_opart,479200
782,labels,1400,fpop,626800
783,labels,1400,labelled_opart,351100
784,labels,1400,fpop,585600
785,labels,1400,fpop,565100
786,labels,1400,labelled_opart,332500
787,labels,1410,fpop,645400
788,labels,1410,fpop,550100
789,labels,1410,fpop,529300
790,labels,1410,labelled_opart,414800
791,labels,1410,labelled_opart,323100
792,labels,1410,labelled_opart,307900
793,labels,1420,labelled_opart,595000
794,labels,1420,fpop,786700
795,labels,1420,labelled_opart,433200
796,labels,1420,fpop,738900
797,labels,1420,fpop,660800
798,labels,1420,labelled_opart,441800
799,labels,1430,fpop,661200
800,labels,1430,fpop,556700
801,labels,1430,fpop,543600
802,labels,1430,labelled_opart,418700
803,labels,1430,labelled_opart,326500
804,labels,1430,labelled_opart,311200
805,labels,1440,fpop,720000
806,labels,1440,labelled_opart,430800
807,labels,1440,labelled_opart,333400
808,labels,1440,labelled_opart,325200
809,labels,1440,fpop,630300
810,labels,1440,fpop,660700
811,labels,1450,labelled_opart,567200
812,labels,1450,labelled_opart,341100
813,labels,1450,fpop,628400
814,labels,1450,labelled_opart,321900
815,labels,1450,fpop,605000
816,labels,1450,fpop,611800
817,labels,1460,labelled_opart,482300
818,labels,1460,fpop,614200
819,labels,1460,labelled_opart,335500
820,labels,1460,labelled_opart,348600
821,labels,1460,fpop,576200
822,labels,1460,fpop,557300
823,labels,1470,fpop,639900
824,labels,1470,labelled_opart,434900
825,labels,1470,fpop,598200
826,labels,1470,fpop,533100
827,labels,1470,labelled_opart,345500
828,labels,1470,labelled_opart,428200
829,labels,1480,fpop,738200
830,labels,1480,labelled_opart,492600
831,labels,1480,labelled_opart,404700
832,labels,1480,fpop,695600
833,labels,1480,fpop,683600
834,labels,1480,labelled_opart,397900
835,labels,1490,fpop,721000
836,labels,1490,labelled_opart,471300
837,labels,1490,fpop,668400
838,labels,1490,labelled_opart,352100
839,labels,1490,fpop,623400
840,labels,1490,labelled_opart,322500
841,labels,1500,labelled_opart,757900
842,labels,1500,fpop,1164400
843,labels,1500,labelled_opart,867300
844,labels,1500,labelled_opart,580600
845,labels,1500,fpop,739300
846,labels,1500,fpop,601200
847,labels,1510,fpop,738800
848,labels,1510,labelled_opart,439400
849,labels,1510,labelled_opart,334400
850,labels,1510,labelled_opart,319500
851,labels,1510,fpop,594600
852,labels,1510,fpop,569600
853,labels,1520,fpop,674900
854,labels,1520,fpop,706000
855,labels,1520,fpop,566100
856,labels,1520,labelled_opart,439700
857,labels,1520,labelled_opart,330200
858,labels,1520,labelled_opart,313300
859,labels,1530,fpop,684100
860,labels,1530,fpop,586300
861,labels,1530,labelled_opart,418300
862,labels,1530,labelled_opart,329600
863,labels,1530,labelled_opart,361900
864,labels,1530,fpop,587100
865,labels,1540,labelled_opart,729600
866,labels,1540,fpop,690700
867,labels,1540,fpop,600900
868,labels,1540,labelled_opart,382200
869,labels,1540,fpop,602400
870,labels,1540,labelled_opart,330300
871,labels,1550,fpop,772700
872,labels,1550,fpop,674600
873,labels,1550,fpop,665700
874,labels,1550,labelled_opart,440700
875,labels,1550,labelled_opart,348400
876,labels,1550,labelled_opart,324500
877,labels,1560,labelled_opart,845400
878,labels,1560,fpop,948400
879,labels,1560,labelled_opart,401400
